model,Model:,AIC:,Link Function:,BIC:,Dependent Variable:,Log-Likelihood:,LL-Null:,No. Observations:,Deviance:,Df Model:,Pearson chi2:,Df Residuals:,Scale:,Method:
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.5552,Log,-3879.1024,obamacare_test_recommendations_content__in__emb_0,-117.78,-121.25,617,52.917,4,52.9,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.5735,Log,-3879.1008,obamacare_test_recommendations_content__in__emb_0,-117.79,-121.25,617,52.919,4,52.9,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.6301,Log,-3885.3483,obamacare_test_recommendations_content__in__emb_0,-118.82,-121.25,617,53.096,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,245.6641,Log,-3891.5974,obamacare_test_recommendations_content__in__emb_0,-119.83,-121.25,617,53.272,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.7309,Log,-3885.3397,obamacare_test_recommendations_content__in__emb_0,-118.87,-121.25,617,53.105,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.7501,Log,-3897.8415,obamacare_test_recommendations_content__in__emb_0,-120.88,-121.25,617,53.453,1,53.5,615,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,245.822,Log,-3891.5837,obamacare_test_recommendations_content__in__emb_0,-119.91,-121.25,617,53.286,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.8309,Log,-3879.0787,obamacare_test_recommendations_content__in__emb_0,-117.92,-121.25,617,52.941,4,52.9,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.8642,Log,-3879.0758,obamacare_test_recommendations_content__in__emb_0,-117.93,-121.25,617,52.944,4,52.9,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.928,Log,-3885.3227,obamacare_test_recommendations_content__in__emb_0,-118.96,-121.25,617,53.122,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,245.9396,Log,-3885.3217,obamacare_test_recommendations_content__in__emb_0,-118.97,-121.25,617,53.123,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0156,Log,-3879.0628,obamacare_test_recommendations_content__in__emb_0,-118.01,-121.25,617,52.957,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.016,Log,-3885.3151,obamacare_test_recommendations_content__in__emb_0,-119.01,-121.25,617,53.13,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0229,Log,-3885.3145,obamacare_test_recommendations_content__in__emb_0,-119.01,-121.25,617,53.13,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0367,Log,-3879.061,obamacare_test_recommendations_content__in__emb_0,-118.02,-121.25,617,52.959,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0394,Log,-3879.0608,obamacare_test_recommendations_content__in__emb_0,-118.02,-121.25,617,52.959,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0584,Log,-3885.3115,obamacare_test_recommendations_content__in__emb_0,-119.03,-121.25,617,53.133,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0628,Log,-3879.0588,obamacare_test_recommendations_content__in__emb_0,-118.03,-121.25,617,52.961,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0782,Log,-3885.3098,obamacare_test_recommendations_content__in__emb_0,-119.04,-121.25,617,53.135,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.0859,Log,-3885.3091,obamacare_test_recommendations_content__in__emb_0,-119.04,-121.25,617,53.136,3,53.1,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.1158,Log,-3891.5584,obamacare_test_recommendations_content__in__emb_0,-120.06,-121.25,617,53.311,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.1187,Log,-3879.054,obamacare_test_recommendations_content__in__emb_0,-118.06,-121.25,617,52.966,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.1788,Log,-3891.5529,obamacare_test_recommendations_content__in__emb_0,-120.09,-121.25,617,53.317,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size,GLM,246.1862,Log,-3891.5523,obamacare_test_recommendations_content__in__emb_0,-120.09,-121.25,617,53.317,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.2556,Log,-3885.2945,obamacare_test_recommendations_content__in__emb_0,-119.13,-121.25,617,53.15,3,53.2,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ training_size,GLM,246.3577,Log,-3897.7888,obamacare_test_recommendations_content__in__emb_0,-121.18,-121.25,617,53.506,1,53.5,615,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,246.3592,Log,-3891.5373,obamacare_test_recommendations_content__in__emb_0,-120.18,-121.25,617,53.332,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.3701,Log,-3891.5364,obamacare_test_recommendations_content__in__emb_0,-120.19,-121.25,617,53.333,2,53.3,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.3894,Log,-3885.2829,obamacare_test_recommendations_content__in__emb_0,-119.19,-121.25,617,53.162,3,53.2,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.4525,Log,-3885.2775,obamacare_test_recommendations_content__in__emb_0,-119.23,-121.25,617,53.167,3,53.2,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.4703,Log,-3885.276,obamacare_test_recommendations_content__in__emb_0,-119.24,-121.25,617,53.169,3,53.2,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.4942,Log,-3897.777,obamacare_test_recommendations_content__in__emb_0,-121.25,-121.25,617,53.517,1,53.5,615,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.5048,Log,-3872.7683,obamacare_test_recommendations_content__in__emb_0,-117.25,-121.25,617,52.827,5,52.8,611,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,246.5723,Log,-3885.2672,obamacare_test_recommendations_content__in__emb_0,-119.29,-121.25,617,53.178,3,53.2,613,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.6275,Log,-3872.7578,obamacare_test_recommendations_content__in__emb_0,-117.31,-121.25,617,52.837,5,52.8,611,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.6481,Log,-3891.5124,obamacare_test_recommendations_content__in__emb_0,-120.32,-121.25,617,53.357,2,53.4,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.6562,Log,-3891.5117,obamacare_test_recommendations_content__in__emb_0,-120.33,-121.25,617,53.358,2,53.4,614,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.683,Log,-3879.0055,obamacare_test_recommendations_content__in__emb_0,-118.34,-121.25,617,53.014,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.6938,Log,-3872.7521,obamacare_test_recommendations_content__in__emb_0,-117.35,-121.25,617,52.843,5,52.8,611,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.6998,Log,-3879.0041,obamacare_test_recommendations_content__in__emb_0,-118.35,-121.25,617,53.016,4,53,612,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,246.7125,Log,-3872.7505,obamacare_test_recommendations_content__in__emb_0,-117.36,-121.25,617,52.844,5,52.8,611,0,IRLS
